lesson|word|Persian|definition|persian|example1|PersianExampleA|example2|PersianExampleB|example3|PersianExampleC|StoryTitle|StoryTitlePer|text|PerText
17|Harsh|تند|rough to the touch, taste, eye, or ear; sharp|زمخت برای حس لامسه ، چشایی ، بینایی ، یا شنوایی ، تند|a. The law is harsh on people who go around menacing others.|قانون در برخورد با افرادی که مرتب دیگران را می ترسانند، بی رحم است|b. Looking at his cigarette, Phil realized it was absurd to inhale such harsh smoke.|فیل با نگاه به سیگارش، پی برد که چقدر احمقانه است که چنین دود تندی را فرو ببرد|c. Hazel altered her tone of voice from a harsh one to a soft tone.|هازل لحنِ صدایش را از حالت خشن به لطیف، تغییر داد||||
17|Quantity|مقدار|amount|مقدار|a. I never neglect to carry a small quantity of money with me.|هرگز فراموش نمی کنم که مقدار کمی پول همراه خود داشته باشم|b. Who believes that quantity is better than quality?|چه کسی فکر می کند که کمیت از کیفیت بهتر است؟|c. A large quantity of meat is always stored in our freezer.|همیشه مقدار زیادی گوشت، در فریزر ما نگهداری می شود||||
17|Opt|انتخاب کردن|choose or favor; select|انتخاب کردن یا پسندیدن ، برگزیدن|a. If you give me an ice cream choice, I'll opt for chocolate.|اگر حق انتخاب بستنی به من بدهی، بستنی شکلاتی را انتخاب خواهم کرد|b. Our cheerleaders plan to opt for new sweaters.|سردسته های تشویقگران (در مسابقات) تصمیم دارند که پلیورهای جدیدی انتخاب کنند|c. On Friday, three of my buddies will opt to go into the navy.|روز جمعه، سه تا از دوستانم تصمیم دارند به نیروی دریایی ملحق شوند||||
18|Tragedy|تراژدی|a very sad or trrible happening; a sad play|رخدادی بسیار غم انگیز ،یا وحشتناک ، نمایش غم انگیز|a. It was a tragedy that some pioneers were killed on their way west.|غم انگیز بود که تعدادی از پیشتازان، در مسیر رفتن به غرب کشته شدند|b. If you had your choice between seeing a comedy or a tragedy, which play would you choose?|اگر حق انتخاب داشته باشی که یک فیلم کمدی ببینی یا تراژدی، کدام را انتخاب خواهی کرد؟|c. Harry's enormous jealousy led to the tragedy in their family.|"حسادت زیاد ""هاری"" در خانواده اش منجر به مصیبت شد"||||
18|Pedestrian|عابر پیاده|person who goes on foot; walker|شخصی که پیاده می رود ، عابر پیاده|a. After driving a bus all day, Norris liked to be a pedestrian and take long, casual walks in the evening.|نوریس بعد از اینکه تمام روز را با اتوبوس رانندگی کرد، دوست داشت که پیاده و بدون برنامه ریزی قبلی یک مسیر طولانی را عصر آن روز بپیماید|b. The police say it is urgent that pedestrians stay on the sidewalk.|پلیس می گوید ضروری است که عابران پیاده در پیاده رو بمانند|c. I don't doubt that a pedestrian can get places faster than a car in downtown traffic.|شک ندارم که یک عابر پیاده به دلیل ترافیک مرکز شهری می تواند زودتر از یک اتومبیل به مقصد برسد||||
18|Glance|نگاه گذرا ، نگاهی انداختن|to look at quickly; a quick look|به سرعت نگاه کردن ، نگاه سریع|a. The observant driver glanced at the accident at the side of the road.|راننده تیز بین نگاه سریعی به تصادف کنار جاده انداخت|b. I took one glance at the wretched animal and turned away.|نظری به حیوان بیچاره انداختم و روی خود را برگرداندم|c. Thompson identified the burglar after a glance at the photograph in the police station.|تامپسون با یک نگاه سریع در اداره پلیس، دزد را شناخت||||
18|Budget|بودجه|estimate of the amount of money that can be spent for different purposes in a given time|تخمین مقدار پولی که می توان در زمان مشخصی برای اهداف مختلف خرج کرد|a. We had to decrease the budget this year because our club is broke.|ما مجبور بودیم که هزینه ها را امسال کاهش دهیم چون باشگاه ما ورشکسته شده است|b. The prominent executive presented her budget to the Board of Directors.|مدیر اجرایی سرشناس، بودجه خود را تقدیم هیئت مدیره نمود|c. When my mother draws up her budget for the week, she sets aside a goodly sum for nourishing food.|وقتی مادرم برای مخارج هفته، لیست هزینه ها را می نویسد، مبلغ قابل توجهی را برای غذاهای مقوی اختصاص می دهد||||
18|Nimble|چابک ، فرز|active and sure-footed; quick moving; light and quick|فعال و با قدم های مطمئن ، چالاک ، سبک و سریع|a. Although Dusty was a miniature poodle, he was nimble enough to fight bigger dogs.|"اگرچه ""داستی"" یک پودل بسیار کوچک بود، ولی به قدر کافی چابک بود که با سگ های بزرگتر بجنگد"|b. The nimble policeman leaped over the fence to pursue the car thief.|پلیس چالاک، از روی حصار پرید تا دزد اتومبیل را دستگیر کند|c. At his press conference, the commissioner was quite nimble in avoiding the difficult questions.|در کنفرانس مطبوعاتی، کمیسر عالی در طفره رفتن از پاسخ دادن به سوالات مشکل کاملا تیز هوش بود||||
18|Manipulate|دستکاری کردن|handle or treat skillfully|ماهرانه برخورد یا رفتار کردن|a. Scientists must know how to manipulate their microscopes.|دانشمندان باید بدانند که چگونه از میکروسکوپ های خود استفاده کنند|b. While Mr. Baird manipulated the puppets, Fran spoke to the audience.|"وقتی آقای ""بایرد"" عروسک های خیمه شب بازی را با مهارت با دست تکان می داد، ""فرن"" با تماشاچی ها صحبت می کرد"|c. The wounded pilot manipulated the radio dial until he made contact.|"وقتی آقای ""بایرد"" عروسک های خیمه شب بازی را با مهارت با دست تکان می داد، ""فرن"" با تماشاچی ها صحبت می کرد"||||
18|Reckless|بی احتیاط|careless; heedless; wild|بی دقت ، بی توجه ، وحشی|a. We must not ignore reckless drivers; we must take them off the road.|نبایستی رانندگان بی ملاحظه را نادیده بگیریم؛ بایستی آنها را از جاده خارج سازیم|b. After breaking his hand fighting recklessly, Arthur decided to be more cautious in the future.|"بعد از آنکه دست ""آرتور"" بی احتیاطانه در نبرد شکست، تصمیم گرفت که در آینده بیشتر مراقب باشد"|c. The reckless smoker ignited the entire forest.|سیگاری های بی ملاحظه، کلّ جنگل را به آتش کشیدند||||
18|Horrid|ترسناک ، مهیب|terrible; frightful|وحشتناک ، ترسناک|a. Janey avoided staring at the horrid man's face.|جنی از خیره شدن به صورت مرد ترسناک اجتناب کرد|b. It is simply horrid the way cars pollute the air we breathe.|کاملا وحشتناک است که اتومبیل ها اینطور هوایی را که استنشاق می کنیم، آلوده می سازند|c. When Mary was good, she was very good, but when she was bad, she was horrid.|"ماری"" وقتی خوب بود، خیلی خوب به نظر می رسید، اما وقتی بد شد وحشتناک به نظر می رسید"||||
18|Rave|هذیان گفتن|talk wildly|وحشیانه حرف زدن|a. Shortly after taking the drug, the addict began to rave and foam at the mouth.|کمی بعد از مصرف مواد مخدر، معتاد شروع به عربده کشی کرد و کف از دهانش خارج شد|b. Speedy raved that his car had the capacity to reach 120 miles per hour.|اسپیدی با اشتیاق گفت که اتومبیلش می تواند تا سرعت 120 مایل در ساعت حرکت کند|c. Sadie was confident that Mr. Stebbe would rave about her essay.|"سادی ""استیب"" راجع به انشای او، زبان به تحسین خواهد گشود"||||
18|Economical|مقرون به صرفه|not wasting money or time|پول یا وقت را هدر نمی دهد ، اقتصادی ، صرفه جو|a. I find it economical to shop in the large supermarkets.|خرید کردن از سوپرمارکت های بزرگ را اقتصادی می دانم|b. Marissa was praised for her economical management of the budget.|ماریسا به خاطر مدیریت مقتصدانه بودجه، مورد تحسین قرار گرفت|c. The President made Congress aware of the need to be more economical.|رییس جمهور، کنگره را مطلع ساخت از اینکه لازم است مقتصدتر باشیم||||
18|Lubricate|روغن کاری کردن|make (machinary) smooth and easy to work by putting on oil, grease, or a similar substance|با قرار دادن روغن ، گریس و مواد مشابه ، کار با ماشین آلات را راحت و هموار کردن ، روغن کاری کردن|a. The bulky wheels of a railroad train must be lubricated each week.|چرخ های گنده قطار، بایستی هر هفته روغن کاری شوند|b. A large quantity of grease is needed to lubricate an airplane engine.|مقدار زیادی گریس برای روغن کاری کردن موتور هواپیما، مورد نیاز است|c. When a watch is lubricated, it keeps more accurate time.|وقتی یک ساعت روغن کاری می شود، وقت را دقیق تر نشان می دهد||||
18|Ingenious|مبتکر|having great mental ability; clever|داری توانایی ذهنی زیاد ، زرنگ|a. Bernie devised an ingenious plan to cheat on his income tax.|برنی نقشه ای مبتکرانه ریخت که در پرداخت مالیات بر درآمدش تقلب کند|b. Rube Goldberg was a journalist who won fame for his ingenious inventions.|رب گلدبرگ روزنامه نگاری بود که به خاطر خلاقیت مبتکرانه اش مشهور شد|c. The master spy had an ingenious way of passing secrets to the agent.|جاسوس ماهر یک روش مبتکرانه برای انتقال دادن اسرار سری به مأمور مخفی داشت||||
19|Harvest|درو کردن|gathering in of grain or other food crops|جمع آوری غلات یا دیگر محصولات غذایی|a. This year's harvest was adequate to feed all our people.|محصول امسال به اندازه کافی بود تا همه مردم ما را سیر کند|b. The farmer decided to expand his fields so that he would get a bigger harvest.|کشاورز تصمیم گرفت مزرعه خود را گسترش دهد تا محصول بیشتری برداشت نماید|c. If the harvest is poor, there is always the possibility of a famine.|اگر محصول کم باشد همیشه احتمال وجود قحطی است||||
19|Abundant|فراوان|more than enough; very plentiful|بیش از حد کافی ، بسیار فراوان|a. It is urgent that the hospital have an abundant supply of blood.|ضروری است که بیمارستان ذخیره فراوانی از خون داشته باشد|b. An abundant harvest was predicted by the Secretary of Agriculture.|وزیر کشاورزی محصول فراوانی را پیش بینی نموده است|c. In recent years an abundant number of complaints have disturbed the telephone company.|در سال های اخیر، شکایات زیادی، شرکت تلفن (مخابرات) را مختل کرده است||||
19|Uneasy|ناراحت|restless; disturbed; anxious|بیقرار ، آشفته ، نگران|a. Mrs. Spinner was uneasy about letting her son play in the vicinity of the railroad tracks.|"خانم ""اسپینر"" از اینکه به پسرش اجازه بازی در اطراف خطوط راه آهن را داده بود، دلواپس بود"|b. The treasurer was uneasy about the company's budget|خزانه دار در مورد بودجه شرکت، نگران بود|c. Arnold felt uneasy about the meeting even though he tried to act in a casual manner.|آرنولد در مورد جلسه احساس نگرانی می کرد، اگرچه سعی می کرد که رفتارش عادی باشد||||
19|Calculate|محاسبه کردن|find out by adding, subtracting, multiplying, or dividing; figure|پی بردن از طریق جمع ، تفریق ، ضرب و تقسیم کردن ، حساب کردن|a. The cook had to calculate the number of diners to see whether he could decrease his order for meat.| آشپز مجبور بود تعداد مشتری ها را بشمرد تا ببیند آیا می تواند سفارش گوشت کمتری دهد|b. In order to see how expensive the car was, the buyer calculated the tax and other charges.|خریدار به منظور این که بفهمد اتومبیل چقدر خرج بر میداشت، مالیات و سایر هزینه ها را محاسبه نمود|c. I used an abacus to calculate my average.|برای حساب کردن معدلم از یک چرتکه استفاده کردم||||
19|Absorb|جذب کردن رطوبت یا آب|take in or suck up (liquids); interest greatly|جذب کردن یا مکیدن ( مایعات ) ، بسیار علاقه مند کردن|a. The sponge absorbed the beer which had leaked from the keg.|اسفنج، آبجویی را که از بشکه نشت کرده بود، به خود جذب کرد|b. Our bodies must absorb those things which will nourish them.|بدن ما باید آن چیزهایی را جذب کند که باعث پرورش آن می شود|c. I became absorbed in what the teacher was saying and did not hear the bell ring.|چنان غرق صحبت های معلم شدم که متوجه خوردن زنگ کلاس نشدم||||
19|Estimate|محاسبه کردن ، قضاوت|form a judgment or opinion about; guess|درباره چیزی اظهار نظر کردن ، حدس زدن|a. A.J. Foyt estimated that the auto race would commence at nine o'clock.|ای.جی.فویت حدس زد که مسابقه اتومبیل رانی ساعت 9 شروع خواهد شد|b. I try to avoid making estimates on things I know nothing about.|سعی می کنم از قضاوت در مورد چیزهایی که نمی دانم بپرهیزم|c. In your estimate, who will be victorious in this conflict?|بنا به برآورد شما، چه کسی در نبرد پیروز خواهد شد؟||||
19|Morsel|لقمه|a small bite; mouthful; tiny amount|گاز کوچک ، به اندازه ی یک دهان ، مقدار بسیار کم|a. When Reynaldo went into the restaurant, he pledged to eat every morsel on his plate.|"وقتی ""رینالدو"" وارد رستوران شد، قول داد که هر لقمه (غذا) در بشقابش بخورد"|b. Suzanne was reluctant to try even a morsel of the lobster.|سوزان اکراه داشت که حتی یک لقمه از غذای خرچنگ را بخورد|c. If you had a morsel of intelligence, you would be uneasy, too.|اگر یک ذرّه عقل داسته باشی تو هم نگران خواهی شد||||
19|Quota|سهمیه|share of a total due from or to a particular state, district, person, etc.|سهمی از یک کل برای یک ایالت ، بخش ، شخص و غیره ، حصه|a. The company revealed a quota of jobs reserved for college students.|شرکت سهمیه کاری رزرو شده برای دانشجویان کالج را اعلام نمود|b. There was a quota placed on the number of people who could migrate here from China.|سهمیه ای برای تعداد افرادی که می توانستند از چین به اینجا مهاجرت کنند، مقرر شده بود|c. Lieutenant Dugan doubted that a quota had been placed on the number of parking tickets each police officer was supposed to give out.|"ستوان ""دوگان"" شک داشت که آیا سهمیه ای برای تعداد برگ های جریمه ای که یک افسر پلیس قرار است صادر کند، مقرر شده باشد"||||
19|Threat|تهدید ، خطر|sign or cause of possible evil or harm|نشانه یا علت آسیب یا شرارت ممکن ، تهدید|a. There is always the horrid threat that my job will be abolished.|همیشه این تهدید ترسناک وجود دارد که کارم را از دست خواهم داد|b. It is absurd to think that a tiny bug could be a threat to a person.|مضحک است که فکر کنیم یک حشره کوچک، می تواند تهدیدی برای انسان باشد|c. You can be arrested for making a threat against someone's life.|شما اگر کسی را تهدید جانی کنید ممکن است دستگیر شوید||||
19|Ban|منع کردن ، ممنوع کردن|prohibit; forbid|ممنوع کردن ، قدغن کردن|a. The group unanimously voted to ban all people who were under six feet.|گروه به اتفاق آراء رأی دادند از ورود افرادی که کمتر از شش فوت قد دارند، جلوگیری کنند|b. Health officials are trying to expand their field in order to ban cigarette advertising from newspapers and magazines.|مسئولین بهداشت دارند سعی می کنند که کارشان را به حدّی توسعه دهند تا جلوی تبلیغات سیگار را در روزنامه ها و مجلات بگیرند|c. I want to ban all outsiders from our discussion on security.|قصد دارم در بحث درباره امنیت، حضور خارجیان را ممنوع کنم||||
19|Panic|سراسیمگی ، هول|unreasoning fear; fear spreading through a group of people so that they lose control of themselves|ترس بی دلیل ، ترسی که در بین گروهی از افرا دفراگیر می شود بگونه ای که کنترل خود را از دست می دهند|a. The leader of the lost group appealed to them not to panic.|رهبر گروه بازنده، از آنان خواست که وحشت نکنند|b. When the danger was exaggerated, a few people started to panic.|وقتی که در مورد خطر اغراق شد، تعدادی از مردم به وحشت افتادند|c. The source of panic in the crowd was a man with a gun.|منشأ ترس در میان جمعیت، یک مرد مسلّح بود||||
19|Appropriate|مناسب ، درست|fit; set apart for some special use|مناسب ، کنار گذاشتن برای کاربرد خاصی|a. At an appropriate time, the chief promised to reveal his plan.|رییس قول داد که در یک وقت مناسب طرحش را نشان دهد|b. The lawn was an appropriate setting for Eileen's wedding.|"زمین چمن، محیط مناسبی برای جشن عروسی ""آیلین"" بود"|c. After some appropriate prayers, the dinner was served.|بعد از دعاهای مقتضی شام سرو شد||||
20|Emerge|بیرون آمدن|come out; come up; come into view|بیرون آمدن ، پدیدار شدن ، نمایان شدن|a. When the fight was over, the underdog emerged the winner.|وقتی که نبرد پایان یافت، شخص از پیش باخته برنده بیرون آمد|b. You have to be nimble to emerge from the narrow opening in five seconds.|شما مجبورید فرز باشید برای اینکه از یک شکاف باریک ظرف 5 ثانیه، خارج شوید|c. What emerged from the bottle was a blend of fruit juices.|چیزی که از بطری خارج شد، مخلوطی از آب میوه ها بود||||
20|Jagged|دندانه دار|with sharp points sticking out; unevenly cut or torn|دارای نوک های تیز که بیرون زده اند ، یکنواخت بریده یا پاره نشده است|a. Being reckless, Rudy didn't watch out for the jagged steel.|رودی از روی غفلت، حواسش به آهن تیز نبود|b. It's an enormous job to smooth the jagged edge of a fence.|کار بزرگی است که بخواهیم لبه های تیز نرده را صاف کنیم|c. Leslie's hair was so jagged it was scarcely possible to tell that it had just been cut.|"موهای ""لسی"" چنان پله پله بود که به سختی می شد گفت که تازگی موهایش را کوتاه کرده است"||||
20|Linger|باقی ماندن ، طول کشیدن|stay on; go slowly as if unwilling to leave|ماندن ، آرام حرکت کردن ، گویی که مایل به ترک نیست|a. The odor didn't vanish but lingered on for weeks.|بو از بین نرفت بلکه تا چند هفته باقی ماند|b. Some traditions linger on long after they have lost their meanings.|بعضی از سنّت ها تا مدت های مدید از بین نمی روند به رغم اینکه معنای خود را از دست داده اند|c. After the campus closed for the summer, some students lingered on, reluctant to go home.|بعد از اینکه کوی دانشگاه در تابتان تعطیل شد، بعضی از دانشجویان فس فس می کردند و برای رفتن به خانه اکراه داشتند||||
20|Ambush|شبیخون زدن|a trap in which soldiers or othe enemies hide to make a surprise attack|دامی که در آن سربازان یا دشمنان دیگر مخفی می شوند تا غافلگیرانه حمله کنند ، کمین|a. The ambush became a tragedy for those who attempted it because they were all killed.|کمینگاه برای کسانی که می خواستند آن را بگیرند تبدیل به فاجعه شد، چون همه آنها کشته شدند|b. General Taylor raved about the ingenious ambush he planned.|"ژنرال ""تایلور"" درباره حمله ماهرانه ای که طراحی کرده بود، با حرارت صحبت کرد"|c. The troops lay in ambush in the dense woods all through the night.|سربازان در جنگل انبوه، تمام شب را در کمین نشسته بودند||||
20|Crafty|ماهر ، حرفه ای|skillful in deceiving others; sly; tricky|ماهر در فریب دادن دیگران ، رند ، حقه باز|a. His crafty mind prepared a comprehensive plan to defraud his partners.|ذهن زیرک او برای فریب شریک هایش نقشه جامعی را مهیا ساخت|b. Leo didn't use brutal strength against his opponents, but he used his crafty bag of tricks to beat them.|لیو از قدرت وحشیانه اش بر علیه رقبایش استفاده نکرد، بلکه برای شکست آنها از حقه های زیرکانه زیادی استفاده نمود|c. The Indians did not fail for the crafty ambush.|سرخ پوستان فریب کمینگاه زیرکانه (دشمن) را نخوردند||||
20|Defiant|نافرمان|openly resisting; challenging|آشکارا مقاومت می کند ، مبارزه طلب|"a. ""I refuse to be manipulated"" the defiant young woman told her father."|زن جوان جسور به پدرش گفت: اجازه نمی دهم کسی مرا آلت دست قرار دهد|b. Professor Carlyle was defiant of any attempt to disprove his theory.|"پروفسور ""کارلایل"" در مورد هر گونه تلاش برای رد کردن نظریه اش، معترض بود"|c. Defiant of everyone, the addict refused to be helped.|فرد معتاد با مخالفت در مقابل همه، از اینکه کسی به او کمک کند سرباز می زد||||
20|Vigor|قدرت ، توان|active strength or force|نیرو یا قدرت فعال|a. Having a great deal of vigor, Jason was able to excel in all sports.|جیسون با داشتن قدرت خیلی زیاد، توانست در تمام رشته های ورزشی اول شود|b. Tom Thumb made up for size by having more vigor than most people.|تام تومب اندام کوچک خود را با داشتن زور بیشتری نسبت به اکثر مردم جبران کرد|c. Putting all her vigor into the argument, Patsy persuaded me to let her drive|پتسی با به کار بردن تمام قدرتش در بحث با من، بالاخره من را متقاعد کرد که به او اجازه رانندگی بدهم||||
20|Perish|هلاک شدن|be destroyed; die|نابود شدن ، مردن|a. Unless the plant gets water for its roots to absorb, it will perish.|اگر اب به ریشه گیاه برای جذب شدن نرسد، از بین می رود|b. Custer and all his men perished at the Little Big Horn.|"کاستر و همه مردانش در رودخانه ""لیتل بیگ هورن"" جان خود را از دست دادند"|c. We are trying to make sure that democracy will never perish from this earth.|ما داریم تلاش می کنیم تا مطمئن شویم دموکراسی هرگز از روی کره زمین، رخت برنخواهد بست||||
20|Fragile|شکستنی|easily broken, damaged, or destroyed; delicate|براحتی شکسته می شود ، آسیب می بیند یا از بین می رود ، ظریف|a. The expensive glassware is very fragile.|ظروفی بلوری گران قیمت خیلی نازک هستند|b. Things made out of plywood have a tendency to be fragile.|چیزهایی که از تخته سه لا ساخته می شوند، شکننده هستند|"c. On the box was a label which read, ""Fragile! Handle with care!"""|"روی جعبه برچسبی بود مبنی بر اینکه: ""شکستنی! با دقت حمل کنید!"""||||
20|Captive|اسیر جنگی ، محبوس|prisoner|زندانی ، اسیر|a. The major was grateful to be released after having been held captive for two years.|سرگرد به خاطر آزادی اش پس از دو سال اسارت خوشحال بود|b. Until the sheriff got them out, the two boys were held captive in the barn.|تا زمانی که کلانتر انها را مرخص کند، دو پسر در طویله زندانی بودند|c. Placido Domingo can hold an audience captive with his marvelous singing voice.|پلاسیدو دومینگو تماشاگران را با آواز خوانی محشرش، شیفته خود کرد||||
20|Proper|رونق گرفتن|be successful; have good fortune|موفق بودن ، اقبال خوب داشتن|a. Howard Hughes owned numerous businesses and most of them prospered.|هاوردهیوزتجارت های زیادی داشت و در بیشتر آنها موفق بود|b. No one should prosper from the misfortunes of his or her friends.|هیچکس نبایستی با بدبیاری های دوستانش، پیشرفت کند|c. The annual report showed that the new business was prospering.|گزارش سالانه نشان می داد که تجارت جدید رونق گرفت||||
20|Devour|بلعیدن ، از چیزی مملو بودن|eat hungrily; absorb completely; take in greedily|با ولع خوردن ، کاملاً جذب کردن ، حریصانه جذب کردن|a. It was a horrid sight to see the lion devour the lamb.|صحنه وحشتناکی بود که دیدیم شیر بره را خورد|b. The animal doctor was pleased to see the terrier devour the dog food.|"دامپزشک خوشحال شد که دید ""تری یِر"" (نوعی سگ شکاری)، غذای مخصوص سگ ها را خورد"|c. My aunt devours four or five mystery books each week.|عمه ام هر هفته 4 یا 5 کتاب پلیسی را با اشتیاق می خواند||||
21|Plea|تقاضا|request; appeal; that which is asked of another|درخواست ، خواهش ، آنچه از دیگری خواسته می شود|a. The employees turned in a plea to their boss for higher pay.|کارمندان، حقوق بیشتری از رئیس خود درخواست کردند|b. The President's plea to release the captives was denied by the enemy.|درخواست رئیس جمهور برای آزادسازی اُسرا، توسط دشمن رد شد|c. In court today, the judge consented to the lawyer's plea for a light sentence.|در دادگاه امروز قاضی با درخواست وکیل برای تخفیف مجازات برای موکل خود موافقت نمود||||
21|Weary|خسته|tired|خسته|a. I am weary of debating the same topic all day.|از اینکه هر روز در مورد موضوع یکسان بحث کنم، به شدت خسته هستم|b. The farmer grew weary of bringing in the harvest every year for the past forty summers.|کشاورز از برداشت هر ساله محصول طی چهل تابستان گذشته، به شدت خسته شد|c. Let me rest my weary bones here before the march commences.|اجازه بده قبل از اینکه رژه شروع شود اینجا خستگی ام در برود||||
21|Collide|تصادف کردن|come together with force|با نیرو به هم خوردن|a. When the two autos collided, the people in the fragile smaller car perished.|وقتی که دو اتومبیل به هم خوردند، افرادی که در اتومبیل کوچکتر بودند، جان خود را از دست دادند|b. Committees are exploring ways of keeping cars from colliding.|هیئت های بررسی به دنبال کشف راه هایی برای جلوگیری اتومبیل ها از تصادف کردن هستند|c. In my estimate the two bicycles collided at five o'clock.|حدس می زنم که دو دوچرخه، ساعت پنج با هم تصادف کردند||||
21|Confirm|تتایید کردن|prove to be true or correct; make certain|اثبات این که چیزی درست یا صحیح است ، اطمینان دادن|a. The way Victor talked back to his mother confirmed that he was defiant.|"نحوه پاسخگویی ""ویکتور"" به مادرش، نشان داد که او آدم گستاخی است"|b. A probe of the criminal's background confirmed that he had been in jail numerous times.|بررسی پرونده متهم تایید کرد که قبلا دفعات زیادی در زندان بوده است|c. Years of research confirmed the theory that smoking is harmful.|سال ها مطالعه، نظریه مضر بودن سیگار کشیدن را، مورد تایید قرار داد||||
21|Verify|درباره ی صحت چیزی تحقیق کردن|prove to be true; confirm|اثبات این که چیزی درست است ، تایید کردن|"a. A ""yes man"" is an employee who will verify everything the boss says."|بله قربان گو کارمندی است که هر چیزی که رییس می گوید، تصدیق می کند|a. I was there as a witness to verify the charges against the bus driver.|من به عنوان یک شاهد در آنجا حضور داشتم تا اتهامات بر علیه راننده اتوبوس را تایید کنم|b. The data I turned in were verified by the clerks in our office.|اطلاعاتی را که تحویل پلیس دادم، توسط کارمندان اداره مورد تایید قرار گرفت||||
21|Anticipate|انتظار داشتن|look forward to; expect|چشم انتظار بودن ، انتظار داشتن|a. We anticipate a panic if the news is revealed to the public.|اگر اخبار برای مردم فاش شود وحشت عمومی را پیش بینی می کنیم|b. Harriet anticipated the approach of the mailman with fright.|هاریت با وحشت منتظر نزدیک شدن پستچی بود|c. With his weird powers, Lonnie was able to anticipate the ringing of the telephone.|لونی با استفاده از قدرت غیر عادی اش، تولنست زنگ زدن تلفن را پیش بینی کند.||||
21|Dilemma|دوراهی ، تنگنا|situation requiring a choice between two evils; a difficult choice|موقعیتی که نیازمند انتخاب بین دو چیز بد است ، یک انتخاب دشوار|a. It is sensible not to panic in the face of a dilemma.|معقول است که در برخورد با یک وضعیت دشوار هراس به دل راه ندهیم|b. Lottie faced the dilemma of whether to approve of the operation or not.|لوتی سر دو راهی قرار گرفته بود که آیا عمل جراحی را قبول کند یا نه|c. In The Lady or the Tiger, the hero had the dilemma of which door to open.|"در فیلم ""زن یا ببر"" قهرمان بر سر دو راهی قرار گرفته بود که کدام در را باز نماید"||||
21|Detour|راه انحرافی|a roundabout way|یک مسیر انحرافی|a. Pop was uneasy about taking the detour in this strange town.|بابا نگران بود از اینکه در این شهر غریب، مسیر بیراهه را انتخاب کنیم|b. In order to evade city traffic, Anthony took a detour.|آنتونی به منظور فرار از ترافیک شهر، از جاده فرعی رفت|c. The detour took us ten miles off our course.|جاده فرعی، ده مایل مسیر ما را کوتاه تر کرد||||
21|Merit|شایستگی|goodness; worth; value|خوبی ، ارزش|a. There is little merit in lying to those you love.|ارزش ندارد به کسانی که دوستشان داری دروغ بگویی|b. My brother was promoted because of merit, not because of friendship.|برادرم به خاطر شایستگی، ترفیع گرفت نه به خاطر روابط دوستی|c. Do you think the tradition of marriage has any merit?|برادرم به خاطر شایستگی، ترفیع گرفت نه به خاطر روابط دوستی||||
21|Transmit|انتقال دادن|send over; pass on; pass along; let through|فرستادن ، انتقال دادن ، عبور دادن|a. Garcia's message was transmitted to the appropriate people.|"پیغام ""گارسیا"" به افراد مناسب، ارسال شد"|b. Scientists can now transmit messages from space vessels to earth.|دانشمندان اکنونمی توانند پیام ها را از سفینه های فضایی به زمین ارسال کنند|c. Our local radio station does not transmit broadcasts after midnight.|ایستگاه رادیویی محلی ما، بعد از نصف شب برنامه پخش نمی کند||||
21|Relieve|تسکین دادن درد|make less; make easier; reduce the pain of; replace; release; free|کاستن ، تسکین دادن ، جایگزین کردن ، آسوده و رها کردن ، آزاد کردن|a. The pills relieved the pain from the wound I received in the conflict.|قرص ها، درد ناشی از دردی را که در دعوا برداشته بودم، تسکین داد|b. A majority of the population wanted to relieve the mayor of his duty.|اکثریت مردم می خواستند که شهردار از سمت خود عزل شود|c. The peace agreement relieved us of the threat of an attack.|معاهده صلح، خیال ما را از تهدید حمله راحت کرد||||
21|Baffle|سر در گم کردن|be too hard to understand or solve|درک یا حل آن بسیار دشوار است ، مبهوت کردن|a. How so mediocre a player earned so much money baffled me.|اینکه چگونه یک بازیکن معمولی اینطور پولدار شد، مرا متحیر ساخت|b. The topic of relativity is a baffling one.|موضوع نظریه نسبیت، موضوعی گیج کننده است|c. Sherlock Holmes would undoubtedly have been baffled by the way the crime was committed.|شرلوک هولمز مسلماً از نحوه رخ دادن جنایت گیج شده بود||||
22|Warden|مسئول ، نگهبان|keeper; guard; person in charge of a prison|حافظ ، نگهبان ، مسئول زندان ، زندانبان|a. The warden found himself facing two hundred defiant prisoners.|رییس زندان با دویست زندانی سرکش مواجه شد|b. A cautious warden always has to anticipate the possibility of an escape.|رییس زندان محتاط، همیشه مجبور است احتمال فرار زندانیان را پیش بینی کند|c. When the journalists asked to meet with Warden Thomas, he sent word that he was sick.|"وقتی که خبرنگار درخواست کرد تا با رییس ""توماس"" ملاقات کند، پیغام فرستاد که مریض است"||||
22|Acknowledge|پذیرفتن ، به رسمیت شناختن|admit to be true|اعتراف کردن|a. The experts reluctantly acknowledged that their estimate of food costs was not accurate.|کارشناسان با اکرامه ه پذیرفتند که برآوردشان از هزینه های غذایی درست نبوده است|b. District Attorney Hogan got the man to acknowledge that he had lied in court.|"دادستان ""هوگان"" مرد را وادار کرد تا اقرار کند که در دادگاه دروغ گفته است"|"c. ""I hate living alone,"" the bachelor acknowledged."|"مرد مجرّد اعتراف کرد که: ""از تنها زندگی کردن متنفرم"""||||
